"Plot Title: 21909587"
"#","Date Time, GMT-04:00","DO conc, mg/L (LGR S/N: 21909587, SEN S/N: 21909587)","Temp, °F (LGR S/N: 21909587, SEN S/N: 21909587)","Expired Sensor Cap (LGR S/N: 21909587)","Coupler Attached (LGR S/N: 21909587)","Host Connected (LGR S/N: 21909587)","Stopped (LGR S/N: 21909587)","End Of File (LGR S/N: 21909587)"
454,09/12/24 01:31:45 PM,10.44,88.88,,,,,
455,09/12/24 02:31:45 PM,12.61,88.92,,,,,
456,09/12/24 03:31:45 PM,16.23,89.20,,,,,
457,09/12/24 04:31:45 PM,18.98,89.28,,,,,
458,09/12/24 05:31:45 PM,17.42,89.20,,,,,
459,09/12/24 06:31:45 PM,10.76,88.70,,,,,
460,09/12/24 07:31:45 PM,3.54,88.34,,,,,
461,09/12/24 08:31:45 PM,1.62,88.30,,,,,
462,09/12/24 09:31:45 PM,1.90,88.45,,,,,
463,09/12/24 10:31:45 PM,2.07,88.27,,,,,
464,09/12/24 11:31:45 PM,2.10,88.12,,,,,
465,09/13/24 12:31:45 AM,1.88,88.02,,,,,
466,09/13/24 01:31:45 AM,1.81,87.94,,,,,
467,09/13/24 02:31:45 AM,1.43,87.66,,,,,
468,09/13/24 03:31:45 AM,0.97,87.55,,,,,
469,09/13/24 04:31:45 AM,0.63,87.62,,,,,
470,09/13/24 05:31:45 AM,0.10,87.87,,,,,
471,09/13/24 06:31:45 AM,0.09,87.91,,,,,
472,09/13/24 07:31:45 AM,0.67,88.30,,,,,
473,09/13/24 08:31:45 AM,1.70,88.34,,,,,
474,09/13/24 09:31:45 AM,3.32,88.41,,,,,
475,09/13/24 10:31:45 AM,5.04,88.56,,,,,
476,09/13/24 11:31:45 AM,6.75,88.81,,,,,
477,09/13/24 12:31:45 PM,7.18,88.88,,,,,
478,09/13/24 01:31:45 PM,8.84,89.10,,,,,
479,09/13/24 02:31:45 PM,8.04,89.10,,,,,
480,09/13/24 03:31:45 PM,15.26,89.64,,,,,
481,09/13/24 04:31:45 PM,18.54,89.92,,,,,
482,09/13/24 05:31:45 PM,16.40,89.89,,,,,
483,09/13/24 06:31:45 PM,9.53,89.46,,,,,
484,09/13/24 07:31:45 PM,2.88,89.42,,,,,
485,09/13/24 08:31:45 PM,1.17,89.31,,,,,
486,09/13/24 09:31:45 PM,1.59,89.02,,,,,
487,09/13/24 10:31:45 PM,1.86,88.81,,,,,
488,09/13/24 11:31:45 PM,1.87,88.77,,,,,
489,09/14/24 12:31:45 AM,1.83,88.74,,,,,
490,09/14/24 01:31:45 AM,1.87,88.56,,,,,
491,09/14/24 02:31:45 AM,1.81,88.41,,,,,
492,09/14/24 03:31:45 AM,1.55,88.12,,,,,
493,09/14/24 04:31:45 AM,1.10,88.09,,,,,
494,09/14/24 05:31:45 AM,1.23,88.12,,,,,
495,09/14/24 06:31:45 AM,1.05,88.02,,,,,
496,09/14/24 07:31:45 AM,0.98,87.84,,,,,
497,09/14/24 08:31:45 AM,1.54,87.80,,,,,
498,09/14/24 09:31:45 AM,2.71,87.87,,,,,
499,09/14/24 10:31:45 AM,4.43,88.77,,,,,
500,09/14/24 11:31:45 AM,5.94,88.88,,,,,
501,09/14/24 12:31:45 PM,7.24,88.77,,,,,
502,09/14/24 01:31:45 PM,9.12,89.02,,,,,
503,09/14/24 02:31:45 PM,12.58,89.42,,,,,
504,09/14/24 03:31:45 PM,15.69,89.60,,,,,
505,09/14/24 04:31:45 PM,17.77,89.53,,,,,
506,09/14/24 05:31:45 PM,15.89,89.56,,,,,
507,09/14/24 06:31:45 PM,10.19,89.35,,,,,
508,09/14/24 07:31:45 PM,3.69,89.10,,,,,
509,09/14/24 08:31:45 PM,1.90,88.77,,,,,
510,09/14/24 09:31:45 PM,2.02,88.74,,,,,
511,09/14/24 10:31:45 PM,1.90,88.63,,,,,
512,09/14/24 11:31:45 PM,1.84,88.63,,,,,
513,09/15/24 12:31:45 AM,1.72,88.59,,,,,
514,09/15/24 01:31:45 AM,1.77,88.63,,,,,
515,09/15/24 02:31:45 AM,1.50,88.66,,,,,
516,09/15/24 03:31:45 AM,1.55,88.70,,,,,
517,09/15/24 04:31:45 AM,1.45,88.74,,,,,
518,09/15/24 05:31:45 AM,0.97,87.91,,,,,
519,09/15/24 06:31:45 AM,0.86,87.80,,,,,
520,09/15/24 07:31:45 AM,0.82,87.91,,,,,
521,09/15/24 08:31:45 AM,1.14,88.16,,,,,
522,09/15/24 09:31:45 AM,3.45,88.66,,,,,
523,09/15/24 10:31:45 AM,4.18,88.95,,,,,
524,09/15/24 11:31:45 AM,5.46,89.10,,,,,
525,09/15/24 12:31:45 PM,7.19,89.13,,,,,
526,09/15/24 01:31:45 PM,9.04,89.20,,,,,
527,09/15/24 02:31:45 PM,11.50,89.46,,,,,
528,09/15/24 03:31:45 PM,16.87,89.85,,,,,
529,09/15/24 04:31:45 PM,18.39,89.82,,,,,
530,09/15/24 05:31:45 PM,15.81,89.64,,,,,
531,09/15/24 06:31:45 PM,10.42,89.42,,,,,
532,09/15/24 07:31:45 PM,4.08,89.13,,,,,
533,09/15/24 08:31:45 PM,1.99,89.42,,,,,
534,09/15/24 09:31:45 PM,1.96,89.42,,,,,
535,09/15/24 10:31:45 PM,2.11,88.99,,,,,
536,09/15/24 11:31:45 PM,1.98,89.10,,,,,
537,09/16/24 12:31:45 AM,2.07,89.10,,,,,
538,09/16/24 01:31:45 AM,1.86,88.95,,,,,
539,09/16/24 02:31:45 AM,1.91,88.81,,,,,
540,09/16/24 03:31:45 AM,1.83,88.70,,,,,
541,09/16/24 04:31:45 AM,1.46,88.30,,,,,
542,09/16/24 05:31:45 AM,1.52,88.27,,,,,
543,09/16/24 06:31:45 AM,1.57,88.38,,,,,
544,09/16/24 07:31:45 AM,1.50,88.41,,,,,
545,09/16/24 08:31:45 AM,2.31,88.63,,,,,
546,09/16/24 09:31:45 AM,4.04,88.88,,,,,
547,09/16/24 10:31:45 AM,4.46,88.95,,,,,
548,09/16/24 11:31:45 AM,5.95,88.95,,,,,
549,09/16/24 12:31:45 PM,7.45,89.02,,,,,
550,09/16/24 01:31:45 PM,9.03,89.24,,,,,
551,09/16/24 02:31:45 PM,11.85,89.74,,,,,
552,09/16/24 03:31:45 PM,13.63,89.89,,,,,
553,09/16/24 04:31:45 PM,15.61,89.96,,,,,
554,09/16/24 05:31:45 PM,13.67,89.92,,,,,
555,09/16/24 06:31:45 PM,9.31,89.71,,,,,
556,09/16/24 07:31:45 PM,4.21,89.53,,,,,
557,09/16/24 08:31:45 PM,2.63,89.46,,,,,
558,09/16/24 09:31:45 PM,2.53,89.35,,,,,
559,09/16/24 10:31:45 PM,2.22,89.38,,,,,
560,09/16/24 11:31:45 PM,2.95,89.38,,,,,
561,09/17/24 12:31:45 AM,2.92,89.20,,,,,
562,09/17/24 01:31:45 AM,3.14,89.02,,,,,
563,09/17/24 02:31:45 AM,3.23,88.95,,,,,
564,09/17/24 03:31:45 AM,2.94,88.92,,,,,
565,09/17/24 04:31:45 AM,2.54,88.88,,,,,
566,09/17/24 05:31:45 AM,2.26,88.63,,,,,
567,09/17/24 06:31:45 AM,1.60,88.20,,,,,
568,09/17/24 07:31:45 AM,1.67,88.27,,,,,
569,09/17/24 08:31:45 AM,1.74,88.23,,,,,
570,09/17/24 09:31:45 AM,3.38,88.34,,,,,
571,09/17/24 10:31:45 AM,4.27,88.41,,,,,
572,09/17/24 11:31:45 AM,6.92,88.84,,,,,
573,09/17/24 12:31:45 PM,7.78,89.13,,,,,
574,09/17/24 01:31:45 PM,9.66,89.38,,,,,
575,09/17/24 02:31:45 PM,10.02,89.46,,,,,
576,09/17/24 03:31:45 PM,14.94,89.74,,,,,
577,09/17/24 04:31:45 PM,16.02,89.85,,,,,
578,09/17/24 05:31:45 PM,15.81,89.96,,,,,
579,09/17/24 06:31:45 PM,11.48,89.64,,,,,
580,09/17/24 07:31:45 PM,4.38,89.24,,,,,
581,09/17/24 08:31:45 PM,2.57,89.35,,,,,
582,09/17/24 09:31:45 PM,2.38,89.24,,,,,
583,09/17/24 10:31:45 PM,2.40,88.95,,,,,
584,09/17/24 11:31:45 PM,2.20,88.88,,,,,
585,09/18/24 12:31:45 AM,2.24,88.88,,,,,
586,09/18/24 01:31:45 AM,2.55,88.74,,,,,
587,09/18/24 02:31:45 AM,2.52,88.77,,,,,
588,09/18/24 03:31:45 AM,2.43,88.77,,,,,
589,09/18/24 04:31:45 AM,2.41,88.81,,,,,
590,09/18/24 05:31:45 AM,2.46,88.74,,,,,
591,09/18/24 06:31:45 AM,1.53,88.12,,,,,
592,09/18/24 07:31:45 AM,1.41,88.05,,,,,
593,09/18/24 08:31:45 AM,1.49,88.09,,,,,
594,09/18/24 09:31:45 AM,3.00,88.38,,,,,
595,09/18/24 10:31:45 AM,5.24,88.70,,,,,
596,09/18/24 11:31:45 AM,6.22,88.74,,,,,
597,09/18/24 12:31:45 PM,7.22,89.13,,,,,
598,09/18/24 01:31:45 PM,9.53,89.35,,,,,
599,09/18/24 02:31:45 PM,14.34,89.67,,,,,
600,09/18/24 03:31:45 PM,20.76,89.92,,,,,
601,09/18/24 04:31:45 PM,24.98,90.14,,,,,
602,09/18/24 05:31:45 PM,21.44,89.96,,,,,
603,09/18/24 06:31:45 PM,12.68,89.85,,,,,
604,09/18/24 07:31:45 PM,2.94,89.78,,,,,
605,09/18/24 08:31:45 PM,1.97,89.78,,,,,
606,09/18/24 09:31:45 PM,1.93,89.67,,,,,
607,09/18/24 10:31:45 PM,2.15,89.53,,,,,
608,09/18/24 11:31:45 PM,1.97,89.46,,,,,
609,09/19/24 12:31:45 AM,2.44,89.38,,,,,
610,09/19/24 01:31:45 AM,2.11,89.35,,,,,
611,09/19/24 02:31:45 AM,2.74,89.42,,,,,
612,09/19/24 03:31:45 AM,2.52,89.31,,,,,
613,09/19/24 04:31:45 AM,2.16,89.20,,,,,
614,09/19/24 05:31:45 AM,1.89,89.13,,,,,
615,09/19/24 06:31:45 AM,1.02,88.48,,,,,
616,09/19/24 07:31:45 AM,0.92,88.30,,,,,
617,09/19/24 08:31:45 AM,1.25,88.41,,,,,
618,09/19/24 09:31:45 AM,3.31,88.77,,,,,
619,09/19/24 10:31:45 AM,5.11,88.95,,,,,
620,09/19/24 11:31:45 AM,6.08,89.17,,,,,
621,09/19/24 12:31:45 PM,7.83,89.49,,,,,
622,09/19/24 01:31:45 PM,10.15,89.82,,,,,
623,09/19/24 02:31:45 PM,12.76,90.07,,,,,
624,09/19/24 03:31:45 PM,17.07,90.21,,,,,
625,09/19/24 04:31:45 PM,18.70,90.10,,,,,
626,09/19/24 05:31:45 PM,6.56,90.10,,,,,
627,09/19/24 06:31:45 PM,3.44,89.92,,,,,
628,09/19/24 07:31:45 PM,1.11,90.03,,,,,
629,09/19/24 08:31:45 PM,1.91,89.96,,,,,
630,09/19/24 09:31:45 PM,2.17,89.85,,,,,
631,09/19/24 10:31:45 PM,1.74,89.42,,,,,
632,09/19/24 11:31:45 PM,1.46,89.24,,,,,
633,09/20/24 12:31:45 AM,1.67,89.24,,,,,
634,09/20/24 01:31:45 AM,1.02,89.31,,,,,
635,09/20/24 02:31:45 AM,1.43,89.42,,,,,
636,09/20/24 03:31:45 AM,1.48,89.38,,,,,
637,09/20/24 04:31:45 AM,1.61,89.35,,,,,
638,09/20/24 05:31:45 AM,1.57,89.31,,,,,
639,09/20/24 06:31:45 AM,1.19,89.28,,,,,
640,09/20/24 07:31:45 AM,1.03,89.13,,,,,
641,09/20/24 08:31:45 AM,1.73,89.10,,,,,
642,09/20/24 09:31:45 AM,4.06,89.10,,,,,
643,09/20/24 10:31:45 AM,5.15,89.02,,,,,
644,09/20/24 11:31:45 AM,7.07,89.28,,,,,
645,09/20/24 12:31:45 PM,8.08,89.67,,,,,
646,09/20/24 01:31:45 PM,11.71,89.82,,,,,
647,09/20/24 02:31:45 PM,14.42,90.07,,,,,
648,09/20/24 03:31:45 PM,19.86,90.18,,,,,
649,09/20/24 04:31:45 PM,22.76,90.21,,,,,
650,09/20/24 05:31:45 PM,17.68,89.96,,,,,
651,09/20/24 06:31:45 PM,10.23,89.89,,,,,
652,09/20/24 07:31:45 PM,2.24,90.07,,,,,
653,09/20/24 08:31:45 PM,1.55,89.49,,,,,
654,09/20/24 09:31:45 PM,1.67,89.49,,,,,
655,09/20/24 10:31:45 PM,1.97,89.60,,,,,
656,09/20/24 11:31:45 PM,1.82,89.78,,,,,
657,09/21/24 12:31:45 AM,1.81,89.71,,,,,
658,09/21/24 01:31:45 AM,1.46,89.53,,,,,
659,09/21/24 02:31:45 AM,1.42,89.28,,,,,
660,09/21/24 03:31:45 AM,1.50,89.13,,,,,
661,09/21/24 04:31:45 AM,1.48,89.02,,,,,
662,09/21/24 05:31:45 AM,1.29,88.95,,,,,
663,09/21/24 06:31:45 AM,1.07,88.95,,,,,
664,09/21/24 07:31:45 AM,0.64,88.84,,,,,
665,09/21/24 08:31:45 AM,1.14,88.45,,,,,
666,09/21/24 09:31:45 AM,1.59,88.23,,,,,
667,09/21/24 10:31:45 AM,4.54,88.27,,,,,
668,09/21/24 11:31:45 AM,9.21,88.99,,,,,
669,09/21/24 12:31:45 PM,9.02,89.17,,,,,
670,09/21/24 01:31:45 PM,6.64,88.99,,,,,
671,09/21/24 02:31:45 PM,8.36,88.99,,,,,
672,09/21/24 03:31:45 PM,8.31,89.02,,,,,
673,09/21/24 04:31:45 PM,11.69,88.95,,,,,
674,09/21/24 05:31:45 PM,8.97,88.77,,,,,
675,09/21/24 06:31:45 PM,4.45,88.74,,,,,
676,09/21/24 07:31:45 PM,1.81,88.52,,,,,
677,09/21/24 08:31:45 PM,1.87,88.56,,,,,
678,09/21/24 09:31:45 PM,1.95,88.56,,,,,
679,09/21/24 10:31:45 PM,1.59,88.27,,,,,
680,09/21/24 11:31:45 PM,1.06,88.66,,,,,
681,09/22/24 12:31:45 AM,0.77,88.74,,,,,
682,09/22/24 01:31:45 AM,0.12,88.70,,,,,
683,09/22/24 02:31:45 AM,0.26,88.70,,,,,
684,09/22/24 03:31:45 AM,0.20,88.70,,,,,
685,09/22/24 04:31:45 AM,0.69,88.74,,,,,
686,09/22/24 05:31:45 AM,1.30,88.77,,,,,
687,09/22/24 06:31:45 AM,1.55,88.52,,,,,
688,09/22/24 07:31:45 AM,1.24,88.70,,,,,
689,09/22/24 08:31:45 AM,1.65,88.45,,,,,
690,09/22/24 09:31:45 AM,3.53,88.41,,,,,
691,09/22/24 10:31:45 AM,3.18,88.38,,,,,
692,09/22/24 11:31:45 AM,3.91,88.30,,,,,
693,09/22/24 12:31:45 PM,6.01,88.38,,,,,
694,09/22/24 01:31:45 PM,6.98,88.56,,,,,
695,09/22/24 02:31:45 PM,8.84,88.74,,,,,
696,09/22/24 03:31:45 PM,10.53,88.92,,,,,
697,09/22/24 04:31:45 PM,8.83,88.92,,,,,
698,09/22/24 05:31:45 PM,7.30,88.84,,,,,
699,09/22/24 06:31:45 PM,3.09,88.74,,,,,
700,09/22/24 07:31:45 PM,2.59,88.66,,,,,
701,09/22/24 08:31:45 PM,1.82,88.59,,,,,
702,09/22/24 09:31:45 PM,1.71,88.45,,,,,
703,09/22/24 10:31:45 PM,1.32,88.95,,,,,
704,09/22/24 11:31:45 PM,1.01,88.88,,,,,
705,09/23/24 12:31:45 AM,1.14,88.38,,,,,
706,09/23/24 01:31:45 AM,1.01,87.91,,,,,
707,09/23/24 02:31:45 AM,1.02,88.70,,,,,
708,09/23/24 03:31:45 AM,0.93,88.70,,,,,
709,09/23/24 04:31:45 AM,0.84,88.74,,,,,
710,09/23/24 05:31:45 AM,0.93,88.63,,,,,
711,09/23/24 06:31:45 AM,0.63,88.59,,,,,
712,09/23/24 07:31:45 AM,0.27,88.45,,,,,
713,09/23/24 08:31:45 AM,0.50,88.27,,,,,
714,09/23/24 09:31:45 AM,1.01,87.80,,,,,
715,09/23/24 10:31:45 AM,1.49,88.20,,,,,
716,09/23/24 11:31:45 AM,3.70,88.41,,,,,
717,09/23/24 12:31:45 PM,4.93,88.74,,,,,
718,09/23/24 01:31:45 PM,8.64,89.24,,,,,
719,09/23/24 02:31:45 PM,11.93,89.35,,,,,
720,09/23/24 03:31:45 PM,16.52,89.20,,,,,
721,09/23/24 04:31:45 PM,17.52,89.13,,,,,
722,09/23/24 05:31:45 PM,15.98,89.20,,,,,
723,09/23/24 06:31:45 PM,7.43,88.99,,,,,
724,09/23/24 07:31:45 PM,0.72,88.77,,,,,
725,09/23/24 08:31:45 PM,0.39,88.66,,,,,
726,09/23/24 09:31:45 PM,0.44,88.70,,,,,
727,09/23/24 10:31:45 PM,0.40,88.59,,,,,
728,09/23/24 11:31:45 PM,0.72,88.56,,,,,
729,09/24/24 12:31:45 AM,1.20,88.48,,,,,
730,09/24/24 01:31:45 AM,1.44,88.45,,,,,
731,09/24/24 02:31:45 AM,1.45,88.38,,,,,
732,09/24/24 03:31:45 AM,1.34,88.30,,,,,
733,09/24/24 04:31:45 AM,1.43,88.20,,,,,
734,09/24/24 05:31:45 AM,2.11,88.16,,,,,
735,09/24/24 06:31:45 AM,2.07,88.20,,,,,
736,09/24/24 07:31:45 AM,1.61,88.16,,,,,
737,09/24/24 08:31:45 AM,2.05,88.16,,,,,
738,09/24/24 09:31:45 AM,3.35,88.20,,,,,
739,09/24/24 10:31:45 AM,4.17,88.23,,,,,
740,09/24/24 11:31:45 AM,4.64,88.41,,,,,
741,09/24/24 12:31:45 PM,5.84,88.70,,,,,
742,09/24/24 01:31:45 PM,9.49,89.13,,,,,
743,09/24/24 02:31:45 PM,11.58,89.31,,,,,
744,09/24/24 03:31:45 PM,14.19,89.28,,,,,
745,09/24/24 04:31:45 PM,14.27,89.06,,,,,
746,09/24/24 05:31:45 PM,12.67,89.17,,,,,
747,09/24/24 06:31:45 PM,9.13,89.49,,,,,
748,09/24/24 07:31:45 PM,3.70,89.42,,,,,
749,09/24/24 08:31:45 PM,1.93,89.60,,,,,
750,09/24/24 09:31:45 PM,1.50,89.56,,,,,
751,09/24/24 10:31:45 PM,1.82,89.10,,,,,
752,09/24/24 11:31:45 PM,1.57,88.77,,,,,
753,09/25/24 12:31:45 AM,1.59,88.77,,,,,
754,09/25/24 01:31:45 AM,1.71,88.59,,,,,
755,09/25/24 02:31:45 AM,1.36,88.30,,,,,
756,09/25/24 03:31:45 AM,1.13,88.23,,,,,
757,09/25/24 04:31:45 AM,1.68,87.87,,,,,
758,09/25/24 05:31:45 AM,1.30,87.73,,,,,
759,09/25/24 06:31:45 AM,1.14,87.66,,,,,
760,09/25/24 07:31:45 AM,0.65,87.55,,,,,
761,09/25/24 08:31:45 AM,1.82,87.40,,,,,
762,09/25/24 09:31:45 AM,2.81,87.40,,,,,
763,09/25/24 10:31:45 AM,4.45,87.44,,,,,
764,09/25/24 11:31:45 AM,4.66,87.48,,,,,
765,09/25/24 12:31:45 PM,5.52,87.66,,,,,
766,09/25/24 01:31:45 PM,6.61,87.91,,,,,
767,09/25/24 02:31:45 PM,6.78,88.12,,,,,
768,09/25/24 03:31:45 PM,7.20,88.30,,,,,
769,09/25/24 04:31:45 PM,6.50,88.23,,,,,
770,09/25/24 05:31:45 PM,5.88,88.23,,,,,
771,09/25/24 06:31:45 PM,4.84,88.16,,,,,
772,09/25/24 07:31:45 PM,3.57,88.05,,,,,
773,09/25/24 08:31:45 PM,3.10,87.98,,,,,
774,09/25/24 09:31:45 PM,2.81,87.91,,,,,
775,09/25/24 10:31:45 PM,2.86,87.87,,,,,
776,09/25/24 11:31:45 PM,3.14,87.84,,,,,
777,09/26/24 12:31:45 AM,2.94,87.80,,,,,
778,09/26/24 01:31:45 AM,2.91,87.76,,,,,
779,09/26/24 02:31:45 AM,2.55,87.69,,,,,
780,09/26/24 03:31:45 AM,2.19,87.69,,,,,
781,09/26/24 04:31:45 AM,2.28,87.62,,,,,
782,09/26/24 05:31:45 AM,1.98,87.62,,,,,
783,09/26/24 06:31:45 AM,1.76,87.55,,,,,
784,09/26/24 07:31:45 AM,1.95,87.51,,,,,
785,09/26/24 08:31:45 AM,1.77,87.37,,,,,
786,09/26/24 09:31:45 AM,2.58,87.37,,,,,
787,09/26/24 10:31:45 AM,3.54,87.51,,,,,
788,09/26/24 11:31:45 AM,4.07,87.76,,,,,
789,09/26/24 12:31:45 PM,5.29,88.02,,,,,
790,09/26/24 01:31:45 PM,6.84,88.41,,,,,
791,09/26/24 02:31:45 PM,10.05,88.84,,,,,
792,09/26/24 03:31:45 PM,13.63,89.06,,,,,
793,09/26/24 04:31:45 PM,14.22,89.17,,,,,
794,09/26/24 05:31:45 PM,8.52,89.02,,,,,
795,09/26/24 06:31:45 PM,7.33,88.95,,,,,
796,09/26/24 07:31:45 PM,1.59,88.88,,,,,
797,09/26/24 08:31:45 PM,1.42,88.84,,,,,
798,09/26/24 09:31:45 PM,1.53,88.81,,,,,
799,09/26/24 10:31:45 PM,1.62,88.48,,,,,
800,09/26/24 11:31:45 PM,1.33,88.27,,,,,
801,09/27/24 12:31:45 AM,1.21,88.27,,,,,
802,09/27/24 01:31:45 AM,1.98,88.20,,,,,
803,09/27/24 02:31:45 AM,1.86,87.94,,,,,
804,09/27/24 03:31:45 AM,1.87,87.87,,,,,
805,09/27/24 04:31:45 AM,1.15,87.84,,,,,
806,09/27/24 05:31:45 AM,0.67,87.91,,,,,
807,09/27/24 06:31:45 AM,0.47,87.73,,,,,
808,09/27/24 07:31:45 AM,0.74,87.55,,,,,
809,09/27/24 08:31:45 AM,1.93,87.87,,,,,
810,09/27/24 09:31:45 AM,2.34,87.84,,,,,
811,09/27/24 10:31:45 AM,4.07,87.91,,,,,
812,09/27/24 11:31:45 AM,5.97,87.98,,,,,
813,09/27/24 12:31:45 PM,6.51,87.98,,,,,
814,09/27/24 01:31:45 PM,9.67,88.23,,,,,
815,09/27/24 02:31:45 PM,8.56,88.20,,,,,
816,09/27/24 03:31:45 PM,6.45,88.12,,,,,
817,09/27/24 04:31:45 PM,7.85,88.20,,,,,
818,09/27/24 05:31:45 PM,4.87,88.20,,,,,
819,09/27/24 06:31:45 PM,3.11,88.05,,,,,
820,09/27/24 07:31:45 PM,1.34,88.02,,,,,
821,09/27/24 08:31:45 PM,1.19,88.05,,,,,
822,09/27/24 09:31:45 PM,1.39,88.09,,,,,
823,09/27/24 10:31:45 PM,1.30,88.09,,,,,
824,09/27/24 11:31:45 PM,1.54,88.09,,,,,
825,09/28/24 12:31:45 AM,1.48,88.12,,,,,
826,09/28/24 01:31:45 AM,1.97,88.05,,,,,
827,09/28/24 02:31:45 AM,1.96,87.98,,,,,
828,09/28/24 03:31:45 AM,2.24,87.87,,,,,
829,09/28/24 04:31:45 AM,2.00,87.80,,,,,
830,09/28/24 05:31:45 AM,1.95,87.76,,,,,
831,09/28/24 06:31:45 AM,1.86,87.91,,,,,
832,09/28/24 07:31:45 AM,1.96,87.94,,,,,
833,09/28/24 08:31:45 AM,2.46,87.98,,,,,
834,09/28/24 09:31:45 AM,3.56,88.12,,,,,
835,09/28/24 10:31:45 AM,4.60,88.30,,,,,
836,09/28/24 11:31:45 AM,5.70,88.27,,,,,
837,09/28/24 12:31:45 PM,5.20,88.23,,,,,
838,09/28/24 01:31:45 PM,3.96,88.12,,,,,
839,09/28/24 02:31:45 PM,7.01,88.30,,,,,
840,09/28/24 03:31:45 PM,9.23,88.74,,,,,
841,09/28/24 04:31:45 PM,12.40,89.06,,,,,
842,09/28/24 05:31:45 PM,10.01,88.88,,,,,
843,09/28/24 06:31:45 PM,7.33,88.77,,,,,
844,09/28/24 07:31:45 PM,2.87,88.41,,,,,
845,09/28/24 08:31:45 PM,1.71,88.16,,,,,
846,09/28/24 09:31:45 PM,1.61,88.05,,,,,
847,09/28/24 10:31:45 PM,1.65,87.94,,,,,
848,09/28/24 11:31:45 PM,1.04,87.98,,,,,
849,09/29/24 12:31:45 AM,1.15,87.91,,,,,
850,09/29/24 01:31:45 AM,1.14,87.91,,,,,
851,09/29/24 02:31:45 AM,1.11,87.87,,,,,
852,09/29/24 03:31:45 AM,1.34,87.84,,,,,
853,09/29/24 04:31:45 AM,1.03,87.73,,,,,
854,09/29/24 05:31:45 AM,0.88,87.69,,,,,
855,09/29/24 06:31:45 AM,0.98,87.66,,,,,
856,09/29/24 07:31:45 AM,0.84,87.62,,,,,
857,09/29/24 08:31:45 AM,1.87,87.76,,,,,
858,09/29/24 09:31:45 AM,2.62,87.94,,,,,
859,09/29/24 10:31:45 AM,2.68,87.94,,,,,
860,09/29/24 11:31:45 AM,3.23,88.09,,,,,
861,09/29/24 12:31:45 PM,4.20,88.34,,,,,
862,09/29/24 01:31:45 PM,5.39,88.59,,,,,
863,09/29/24 02:31:45 PM,8.12,88.95,,,,,
864,09/29/24 03:31:45 PM,10.84,89.24,,,,,
865,09/29/24 04:31:45 PM,15.04,89.24,,,,,
866,09/29/24 05:31:45 PM,13.05,88.95,,,,,
867,09/29/24 06:31:45 PM,5.05,88.52,,,,,
868,09/29/24 07:31:45 PM,1.53,88.34,,,,,
869,09/29/24 08:31:45 PM,1.24,88.27,,,,,
870,09/29/24 09:31:45 PM,0.95,88.23,,,,,
871,09/29/24 10:31:45 PM,0.88,88.23,,,,,
872,09/29/24 11:31:45 PM,0.76,88.23,,,,,
873,09/30/24 12:31:45 AM,0.73,88.20,,,,,
874,09/30/24 01:31:45 AM,0.85,87.98,,,,,
875,09/30/24 02:31:45 AM,0.67,87.87,,,,,
876,09/30/24 03:31:45 AM,0.56,88.30,,,,,
877,09/30/24 04:31:45 AM,0.40,88.34,,,,,
878,09/30/24 05:31:45 AM,0.22,88.34,,,,,
879,09/30/24 06:31:45 AM,0.38,88.12,,,,,
880,09/30/24 07:31:45 AM,0.31,88.12,,,,,
881,09/30/24 08:31:45 AM,0.66,87.80,,,,,
882,09/30/24 09:31:45 AM,1.15,87.73,,,,,
883,09/30/24 10:31:45 AM,2.07,87.73,,,,,
884,09/30/24 11:31:45 AM,4.25,87.91,,,,,
885,09/30/24 12:31:45 PM,4.37,87.94,,,,,
886,09/30/24 01:31:45 PM,6.65,87.98,,,,,
887,09/30/24 02:31:45 PM,7.33,88.34,,,,,
888,09/30/24 03:31:45 PM,10.15,88.63,,,,,
889,09/30/24 04:31:45 PM,14.52,88.92,,,,,
890,09/30/24 05:31:45 PM,13.96,88.70,,,,,
891,09/30/24 06:31:45 PM,9.29,88.38,,,,,
892,09/30/24 07:31:45 PM,1.77,88.20,,,,,
893,09/30/24 08:31:45 PM,0.78,88.16,,,,,
894,09/30/24 09:31:45 PM,0.88,88.02,,,,,
895,09/30/24 10:31:45 PM,0.68,88.02,,,,,
896,09/30/24 11:31:45 PM,0.34,87.98,,,,,
897,10/01/24 12:31:45 AM,0.60,88.02,,,,,
898,10/01/24 01:31:45 AM,0.56,88.02,,,,,
899,10/01/24 02:31:45 AM,0.45,88.02,,,,,
900,10/01/24 03:31:45 AM,0.68,87.98,,,,,
901,10/01/24 04:31:45 AM,0.82,87.73,,,,,
902,10/01/24 05:31:45 AM,0.67,87.55,,,,,
903,10/01/24 06:31:45 AM,0.60,87.48,,,,,
904,10/01/24 07:31:45 AM,0.53,87.48,,,,,
905,10/01/24 08:31:45 AM,0.97,87.58,,,,,
906,10/01/24 09:31:45 AM,2.22,87.62,,,,,
907,10/01/24 10:31:45 AM,4.87,87.66,,,,,
908,10/01/24 11:31:45 AM,5.57,87.87,,,,,
909,10/01/24 12:31:45 PM,5.60,88.16,,,,,
910,10/01/24 01:31:45 PM,8.28,88.34,,,,,
911,10/01/24 02:31:45 PM,10.72,88.74,,,,,
912,10/01/24 03:31:45 PM,13.19,89.28,,,,,
913,10/01/24 04:31:45 PM,17.09,89.46,,,,,
